caso_id_canonico,tomo,voting_pattern,bl_voting_pattern,n_votos_baseline,bl_n_votos,n_disid_baseline,bl_n_disid,n_votos_total_a,n_disid_total_a,n_nuevos_ampliado,firma_end,firma_lines_count,por_ello_idx,inicio_votos_indiv
329_p2173,329,unanime,unanime,0,0,0,0,0,0,0,42,2,37,
329_p2174,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p2179,329,disidencia,disidencia,0,0,2,2,0,2,0,265,9,251,6
329_p2186,329,unanime,unanime,0,0,0,0,0,0,0,43,2,36,
329_p2188,329,unanime,unanime,0,0,0,0,0,0,0,87,2,75,
329_p2191,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2194,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p2197,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p2199,329,unanime,unanime,0,0,0,0,0,0,0,245,2,238,
329_p2206,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2212,329,unanime,unanime,0,0,0,0,0,0,0,175,2,170,
329_p2217,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,21,5,18,27
329_p2218,329,sin_firma,sin_firma,1,1,0,0,1,0,0,,2,,1
329_p2219,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,20,4,11,19
329_p2221,329,unanime,unanime,0,0,0,0,0,0,0,65,4,60,
329_p2223,329,unanime,unanime,0,0,0,0,0,0,0,6,2,1,
329_p2224,329,unanime,unanime,0,0,0,0,0,0,0,55,2,52,
329_p2226,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,136,4,131,137
329_p2231,329,unanime,unanime,0,0,0,0,0,0,0,325,2,319,
329_p2240,329,unanime,unanime,0,0,0,0,0,0,0,117,2,113,
329_p2244,329,unanime,unanime,0,0,0,0,0,0,0,148,2,141,
329_p2248,329,unanime,unanime,0,0,0,0,0,0,0,115,2,104,
329_p2251,329,unanime,unanime,0,0,0,0,0,0,0,76,2,69,
329_p2253,329,unanime,unanime,0,0,0,0,0,0,0,111,2,102,
329_p2256,329,unanime,unanime,0,0,0,0,0,0,0,13,4,4,
329_p2258,329,unanime,unanime,0,0,0,0,0,0,0,110,4,98,
329_p2261,329,unanime,unanime,0,0,0,0,0,0,0,87,2,80,
329_p2263,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,28,5,23,27
329_p2265,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,333,5,324,332
329_p2274,329,unanime,unanime,0,0,0,0,0,0,0,180,2,173,
329_p2280,329,unanime,unanime,0,0,0,0,0,0,0,172,2,169,
329_p2284,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,312,3,305,318
329_p2293,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,87,4,74,86
329_p2296,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,628,8,620,6
329_p2312,329,unanime,unanime,0,0,0,0,0,0,0,84,3,79,
329_p2314,329,unanime,unanime,0,0,0,0,0,0,0,73,2,70,
329_p2316,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,850,5,761,855
329_p2342,329,unanime,unanime,0,0,0,0,0,0,0,72,2,64,
329_p2344,329,unanime,unanime,0,0,0,0,0,0,0,108,2,101,
329_p2347,329,disidencia,disidencia,0,0,1,1,0,1,0,84,5,77,90
329_p2351,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,16,
329_p2355,329,unanime,unanime,0,0,0,0,0,0,0,30,2,27,
329_p2356,329,unanime,unanime,0,0,0,0,0,0,0,34,2,32,
329_p2358,329,unanime,unanime,0,0,0,0,0,0,0,67,2,59,
329_p2361,329,unanime,unanime,0,0,0,0,0,0,0,226,2,219,
329_p2367,329,mixed,mixed,2,2,1,1,2,1,0,738,19,733,739
329_p2413,329,disidencia,disidencia,0,0,1,1,0,1,0,200,5,190,199
329_p2419,329,unanime,unanime,0,0,0,0,0,0,0,238,2,231,
329_p2425,329,unanime,unanime,0,0,0,0,0,0,0,110,2,107,
329_p2429,329,disidencia,disidencia,0,0,1,1,0,1,0,137,4,130,143
329_p2433,329,unanime,unanime,0,0,1,1,0,1,0,251,4,244,1
329_p2440,329,mixed,mixed,1,1,1,1,1,1,0,365,12,357,366
329_p2450,329,disidencia,disidencia,0,0,2,2,0,2,0,331,7,324,1
329_p2459,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,182,7,167,180
329_p2465,329,unanime,unanime,0,0,0,0,0,0,0,90,2,83,
329_p2467,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2469,329,unanime,unanime,0,0,0,0,0,0,0,20,4,13,
329_p2479,329,unanime,unanime,0,0,0,0,0,0,0,229,2,221,
329_p2485,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2492,329,unanime,unanime,0,0,0,0,0,0,0,157,4,147,
329_p2496,329,unanime,unanime,0,0,0,0,0,0,0,93,4,86,
329_p2498,329,disidencia,disidencia,0,0,1,1,0,1,0,153,3,145,152
329_p2503,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,95,3,92,100
329_p2508,329,unanime,unanime,0,0,0,0,0,0,0,139,2,127,
329_p2511,329,mixed,mixed,1,1,1,1,1,1,0,240,8,233,242
329_p2523,329,unanime,unanime,0,0,0,0,0,0,0,20,1,18,
329_p2532,329,disidencia,disidencia,0,0,1,1,0,1,0,234,7,226,233
329_p2539,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,284,
329_p2547,329,disidencia,disidencia,0,0,1,1,0,1,0,179,6,170,178
329_p2552,329,disidencia,disidencia,0,0,1,1,0,1,0,408,6,402,413
329_p2563,329,disidencia,disidencia,0,0,0,0,0,0,0,141,5,133,
329_p2567,329,unanime,unanime,0,0,0,0,0,0,0,62,2,58,
329_p2569,329,disidencia,disidencia,0,0,1,1,0,1,0,185,6,176,184
329_p2575,329,disidencia,disidencia,0,0,1,1,0,1,0,338,5,330,337
329_p2584,329,disidencia,disidencia,0,0,1,1,0,1,0,103,4,98,104
329_p2588,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,86,7,81,87
329_p2591,329,disidencia,disidencia,0,0,1,1,0,1,0,192,6,178,191
329_p2596,329,disidencia,disidencia,0,0,1,1,0,1,0,104,5,95,103
329_p2600,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p2601,329,disidencia,disidencia,0,0,1,1,0,1,0,179,6,174,185
329_p2606,329,disidencia,disidencia,0,0,2,2,0,2,0,140,9,134,1
329_p2610,329,disidencia,disidencia,0,0,2,2,0,2,0,80,8,71,79
329_p2614,329,disidencia,disidencia,0,0,1,1,0,1,0,211,5,201,210
329_p2620,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,210,6,204,215
329_p2626,329,disidencia,disidencia,0,0,1,1,0,1,0,159,6,151,160
329_p2631,329,mixed,mixed,1,1,1,1,1,1,0,341,7,304,343
329_p2645,329,unanime,unanime,0,0,0,0,0,0,0,167,3,159,
329_p2649,329,disidencia,disidencia,0,0,2,2,0,2,0,147,8,142,148
329_p2655,329,disidencia,disidencia,0,0,1,1,0,1,0,106,8,99,105
329_p2659,329,disidencia,disidencia,0,0,1,1,0,1,0,240,7,225,238
329_p2667,329,disidencia,disidencia,0,0,1,1,0,1,0,184,5,177,190
329_p2672,329,unanime,unanime,0,0,0,0,0,0,0,48,2,34,
329_p2674,329,mixed,mixed,1,1,1,1,1,1,0,194,8,189,196
329_p2680,329,unanime,unanime,0,0,1,1,0,1,0,133,4,123,1
329_p2684,329,unanime,unanime,0,0,0,0,0,0,0,173,2,159,
329_p2688,329,disidencia,disidencia,0,0,1,1,0,1,0,592,6,581,591
329_p2714,329,disidencia,disidencia,0,0,1,1,0,1,0,110,7,87,112
329_p2719,329,disidencia,disidencia,0,0,1,1,0,1,0,190,7,182,188
329_p2726,329,unanime,unanime,0,0,0,0,0,0,0,75,2,70,
329_p2729,329,unanime,unanime,0,0,0,0,0,0,0,66,2,64,
329_p2731,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,37,4,34,38
329_p2733,329,unanime,unanime,0,0,0,0,0,0,0,12,2,8,
329_p2735,329,unanime,unanime,0,0,0,0,0,0,0,61,2,57,
329_p2737,329,unanime,unanime,0,0,0,0,0,0,0,319,3,309,
329_p2745,329,unanime,unanime,0,0,0,0,0,0,0,342,5,330,
329_p2754,329,unanime,unanime,0,0,0,0,0,0,0,95,2,92,
329_p2757,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2759,329,unanime,unanime,0,0,0,0,0,0,0,67,4,58,
329_p2761,329,unanime,unanime,0,0,0,0,0,0,0,84,2,79,
329_p2764,329,disidencia,disidencia,0,0,1,1,0,1,0,409,9,403,410
329_p2779,329,unanime,unanime,0,0,0,0,0,0,0,83,3,80,
329_p2781,329,unanime,unanime,0,0,0,0,0,0,0,116,5,103,
329_p2784,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2787,329,unanime,unanime,0,0,0,0,0,0,0,106,2,101,
329_p2790,329,unanime,unanime,0,0,0,0,0,0,0,109,2,102,
329_p2793,329,unanime,unanime,0,0,0,0,0,0,0,104,3,93,
329_p2796,329,unanime,unanime,0,0,0,0,0,0,0,116,2,109,
329_p2800,329,unanime,unanime,0,0,0,0,0,0,0,78,2,71,
329_p2802,329,unanime,unanime,0,0,0,0,0,0,0,71,2,64,
329_p2805,329,disidencia,disidencia,0,0,1,1,0,1,0,103,6,95,109
329_p2808,329,unanime,unanime,0,0,0,0,0,0,0,85,3,79,
329_p2810,329,disidencia,disidencia,0,0,1,1,0,1,0,174,9,159,172
329_p2815,329,unanime,unanime,0,0,0,0,0,0,0,72,3,65,
329_p2817,329,unanime,unanime,0,0,0,0,0,0,0,79,6,71,
329_p2819,329,unanime,unanime,0,0,0,0,0,0,0,120,2,114,
329_p2823,329,unanime,unanime,0,0,0,0,0,0,0,63,2,57,
329_p2825,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,66,5,63,71
329_p2827,329,sin_firma,sin_firma,1,1,0,0,1,0,0,,1,,1
329_p2829,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2830,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,4,,
329_p2834,329,unanime,unanime,0,0,0,0,0,0,0,99,2,95,
329_p2837,329,disidencia,disidencia,0,0,2,2,0,2,0,198,8,191,204
329_p2844,329,unanime,unanime,0,0,0,0,0,0,0,101,2,93,
329_p2847,329,disidencia,disidencia,0,0,1,1,0,1,0,125,9,121,126
329_p2856,329,unanime,unanime,0,0,0,0,0,0,0,114,4,108,
329_p2860,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,70,6,61,69
329_p2864,329,disidencia,disidencia,0,0,1,1,0,1,0,316,5,307,315
329_p2874,329,unanime,unanime,0,0,0,0,0,0,0,55,2,46,
329_p2876,329,unanime,unanime,0,0,0,0,0,0,0,388,3,380,
329_p2886,329,mixed,mixed,1,1,1,1,1,1,0,76,10,70,77
329_p2890,329,unanime,unanime,0,0,0,0,0,0,0,252,3,246,
329_p2896,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2897,329,unanime,unanime,0,0,1,1,0,1,0,16,9,12,202
329_p2903,329,unanime,unanime,0,0,0,0,0,0,0,149,3,145,
329_p2907,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,29,6,23,28
329_p2908,329,unanime,unanime,0,0,0,0,0,0,0,64,2,61,
329_p2910,329,unanime,unanime,0,0,0,0,0,0,0,22,3,16,
329_p2911,329,unanime,unanime,0,0,0,0,0,0,0,179,3,172,
329_p2916,329,unanime,unanime,0,0,0,0,0,0,0,133,3,121,
329_p2920,329,unanime,unanime,0,0,0,0,0,0,0,68,3,55,
329_p2922,329,unanime,unanime,0,0,0,0,0,0,0,109,2,99,
329_p2925,329,unanime,unanime,0,0,0,0,0,0,0,135,3,124,
329_p2929,329,disidencia,disidencia,0,0,1,1,0,1,0,262,8,251,261
329_p2937,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p2939,329,unanime,unanime,0,0,0,0,0,0,0,83,2,80,
329_p2941,329,unanime,unanime,0,0,0,0,0,0,0,118,4,114,
329_p2944,329,unanime,unanime,0,0,0,0,0,0,0,36,2,31,
329_p2946,329,unanime,unanime,0,0,0,0,0,0,0,75,2,67,
329_p2948,329,unanime,unanime,0,0,0,0,0,0,0,26,3,20,
329_p2949,329,unanime,unanime,0,0,0,0,0,0,0,198,192,177,
329_p2967,329,disidencia,disidencia,0,0,1,1,0,1,0,276,5,267,275
329_p2975,329,unanime,unanime,0,0,0,0,0,0,0,372,2,365,
329_p2985,329,unanime,unanime,0,0,0,0,0,0,0,24,2,13,
329_p2986,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,531,9,519,529
329_p3006,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p3019,329,unanime,unanime,0,0,0,0,0,0,0,63,2,56,
329_p3021,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,171,12,160,169
329_p3027,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,141,7,136,140
329_p3034,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,405,3,395,404
329_p3046,329,unanime,unanime,0,0,0,0,0,0,0,51,2,44,
329_p3048,329,disidencia,disidencia,0,0,1,1,0,1,0,163,4,153,162
329_p3053,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,28,5,24,33
329_p3054,329,disidencia,disidencia,0,0,1,1,0,1,0,146,5,135,145
329_p3059,329,disidencia,disidencia,0,0,1,1,0,1,0,229,5,222,235
329_p3065,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,299,4,281,298
329_p3074,329,disidencia,disidencia,0,0,0,0,0,0,0,271,6,266,
329_p3082,329,unanime,unanime,0,0,0,0,0,0,0,217,3,209,
329_p3087,329,unanime,unanime,0,0,0,0,0,0,0,69,3,61,
329_p3089,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,302,
329_p3100,329,unanime,unanime,0,0,0,0,0,0,0,95,2,92,
329_p3103,329,unanime,unanime,0,0,0,0,0,0,0,117,2,104,
329_p3106,329,unanime,unanime,0,0,0,0,0,0,0,113,2,106,
329_p3109,329,unanime,unanime,0,0,0,0,0,0,0,222,2,211,
329_p3115,329,disidencia,disidencia,0,0,1,1,0,1,0,193,5,181,192
329_p3121,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,22,4,18,27
329_p3122,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,155,5,145,154
329_p3127,329,unanime,unanime,0,0,0,0,0,0,0,37,2,30,
329_p3129,329,mixed,mixed,1,1,1,1,1,1,0,50,8,42,52
329_p3134,329,disidencia,disidencia,0,0,1,1,0,1,0,164,8,157,163
329_p3139,329,disidencia,disidencia,0,0,1,1,0,1,0,289,6,280,288
329_p3148,329,mixed,mixed,2,2,1,1,2,1,0,405,12,384,406
329_p3162,329,unanime,unanime,0,0,0,0,0,0,0,105,3,94,
329_p3165,329,unanime,unanime,0,0,0,0,0,0,0,72,3,57,
329_p3168,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,3,281,
329_p3176,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,195,5,188,194
329_p3184,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3190,329,unanime,unanime,0,0,0,0,0,0,0,221,2,209,
329_p3196,329,unanime,unanime,0,0,0,0,0,0,0,60,3,48,
329_p3198,329,unanime,unanime,0,0,0,0,0,0,0,93,3,84,
329_p3201,329,unanime,unanime,0,0,0,0,0,0,0,90,2,83,
329_p3203,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3207,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,3,,
329_p3211,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3213,329,unanime,unanime,0,0,0,0,0,0,0,47,3,42,
329_p3215,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,66,6,59,65
329_p3218,329,unanime,unanime,0,0,0,0,0,0,0,107,3,102,
329_p3221,329,unanime,unanime,1,1,1,1,1,1,0,488,6,483,490
329_p3235,329,unanime,unanime,2,2,0,0,3,0,1,3597,9,3591,3599
329_p3373,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3388,329,disidencia,disidencia,0,0,3,3,0,3,0,77,13,72,83
329_p3399,329,unanime,unanime,0,0,0,0,0,0,0,32,2,29,
329_p3400,329,unanime,unanime,0,0,0,0,0,0,0,97,2,84,
329_p3403,329,disidencia,disidencia,0,0,1,1,0,1,0,992,6,971,991
329_p3444,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,3,,
329_p3445,329,unanime,unanime,0,0,0,0,0,0,0,173,2,168,
329_p3450,329,unanime,unanime,0,0,0,0,0,0,0,88,2,81,
329_p3452,329,unanime,unanime,0,0,0,0,0,0,0,91,2,80,
329_p3455,329,unanime,unanime,0,0,0,0,0,0,0,66,2,54,
329_p3457,329,unanime,unanime,0,0,0,0,0,0,0,86,2,83,
329_p3459,329,unanime,unanime,0,0,0,0,0,0,0,200,5,193,
329_p3464,329,disidencia,disidencia,0,0,1,1,0,1,0,215,6,207,214
329_p3470,329,unanime,unanime,0,0,0,0,0,0,0,291,3,285,
329_p3478,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,267,5,257,266
329_p3486,329,unanime,unanime,0,0,0,0,0,0,0,48,2,42,
329_p3488,329,disidencia,disidencia,0,0,1,1,0,1,0,166,6,155,165
329_p3493,329,disidencia,disidencia,0,0,1,1,0,1,0,528,14,516,533
329_p3517,329,unanime,unanime,0,0,0,0,0,0,0,63,2,51,
329_p3519,329,unanime,unanime,0,0,0,0,0,0,0,112,2,100,
329_p3522,329,unanime,unanime,0,0,0,0,0,0,0,94,2,87,
329_p3525,329,unanime,unanime,0,0,0,0,0,0,0,102,3,93,
329_p3528,329,unanime,unanime,0,0,0,0,0,0,0,164,4,141,
329_p3537,329,unanime,unanime,0,0,0,0,0,0,0,190,3,186,
329_p3542,329,unanime,unanime,0,0,0,0,0,0,0,178,3,173,
329_p3546,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,312,7,304,311
329_p3559,329,disidencia,disidencia,0,0,1,1,0,1,0,144,7,140,146
329_p3564,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p3568,329,disidencia,disidencia,2,2,0,0,2,0,0,197,10,155,335
329_p3577,329,unanime,unanime,0,0,0,0,0,0,0,260,3,255,
329_p3584,329,unanime,unanime,0,0,0,0,0,0,0,158,3,150,
329_p3589,329,unanime,unanime,0,0,0,0,0,0,0,139,2,131,
329_p3593,329,disidencia,disidencia,0,0,1,1,0,1,0,239,6,231,238
329_p3600,329,disidencia,disidencia,0,0,1,1,0,1,0,387,7,383,392
329_p3611,329,disidencia,disidencia,0,0,1,1,0,1,0,106,10,102,110
329_p3616,329,unanime,unanime,0,0,0,0,0,0,0,54,3,50,
329_p3617,329,mixed,mixed,2,2,2,2,2,2,0,550,12,531,556
329_p3644,329,unanime,unanime,0,0,0,0,0,0,0,153,3,149,
329_p3649,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,49,10,39,48
329_p3651,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,286,8,281,287
329_p3659,329,disidencia,disidencia,0,0,1,1,0,1,0,210,7,202,209
329_p3666,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,1,,
329_p3673,329,disidencia,disidencia,0,0,1,1,0,1,0,247,6,239,252
329_p3680,329,segun_su_voto,segun_su_voto,3,3,0,0,4,1,2,1430,33,1420,1429
329_p3749,329,disidencia,disidencia,0,0,1,1,0,1,0,285,9,279,284
329_p3757,329,disidencia,disidencia,0,0,1,1,0,1,0,126,6,117,125
329_p3761,329,unanime,unanime,0,0,0,0,0,0,0,114,3,104,
329_p3764,329,mixed,mixed,1,1,1,1,1,1,0,233,14,224,231
329_p3775,329,disidencia,disidencia,0,0,2,2,0,2,0,369,15,365,371
329_p3800,329,disidencia,disidencia,0,0,1,1,0,1,0,171,9,161,173
329_p3806,329,mixed,mixed,0,0,1,1,0,1,0,441,13,434,683
329_p3834,329,unanime,unanime,0,0,0,0,0,0,0,154,2,150,
329_p3839,329,unanime,unanime,0,0,0,0,0,0,0,141,2,133,
329_p3843,329,unanime,unanime,0,0,0,0,0,0,0,98,2,91,
329_p3846,329,unanime,unanime,0,0,0,0,0,0,0,41,2,33,
329_p3848,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3851,329,disidencia,disidencia,0,0,1,1,0,1,0,79,10,71,78
329_p3855,329,unanime,unanime,0,0,0,0,0,0,0,316,3,311,
329_p3863,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3869,329,unanime,unanime,0,0,0,0,0,0,0,66,2,62,
329_p3871,329,unanime,unanime,0,0,0,0,0,0,0,44,2,39,
329_p3872,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3879,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,151,8,147,156
329_p3884,329,disidencia,disidencia,0,0,0,0,0,0,0,202,5,195,
329_p3890,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3894,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,381,7,373,383
329_p3905,329,unanime,unanime,0,0,0,0,0,0,0,80,2,69,
329_p3908,329,unanime,unanime,0,0,0,0,0,0,0,75,2,67,
329_p3910,329,unanime,unanime,0,0,0,0,0,0,0,48,2,42,
329_p3912,329,unanime,unanime,0,0,0,0,0,0,0,99,2,91,
329_p3914,329,unanime,unanime,0,0,0,0,0,0,0,102,2,95,
329_p3917,329,unanime,unanime,0,0,0,0,0,0,0,18,6,11,
329_p3925,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p3928,329,unanime,unanime,0,0,0,0,0,0,0,81,2,74,
329_p3931,329,unanime,unanime,0,0,0,0,0,0,0,41,2,34,
329_p3932,329,unanime,unanime,0,0,0,0,0,0,0,105,2,98,
329_p3935,329,unanime,unanime,0,0,0,0,0,0,0,41,2,34,
329_p3936,329,unanime,unanime,0,0,0,0,0,0,0,128,2,116,
329_p3940,329,unanime,unanime,0,0,0,0,0,0,0,76,4,65,
329_p3942,329,unanime,unanime,0,0,0,0,0,0,0,107,2,96,
329_p3945,329,unanime,unanime,0,0,0,0,0,0,0,123,2,116,
329_p3948,329,unanime,unanime,0,0,0,0,0,0,0,108,2,101,
329_p3951,329,unanime,unanime,0,0,0,0,0,0,0,86,2,75,
329_p3954,329,unanime,unanime,0,0,0,0,0,0,0,77,2,70,
329_p3956,329,segun_su_voto,segun_su_voto,0,0,0,0,0,0,0,154,3,148,
329_p3966,329,disidencia,disidencia,0,0,1,1,0,1,0,301,9,294,303
329_p3979,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,229,5,224,230
329_p3986,329,mixed,mixed,1,1,1,1,1,1,0,801,8,791,803
329_p4007,329,unanime,unanime,0,0,0,0,0,0,0,481,3,472,
329_p4020,329,disidencia,disidencia,0,0,1,1,0,1,0,220,6,211,219
329_p4026,329,disidencia,disidencia,0,0,1,1,0,1,0,220,5,203,221
329_p4032,329,unanime,unanime,0,0,0,0,0,0,0,225,3,177,
329_p4039,329,disidencia,disidencia,0,0,1,1,0,1,0,156,5,148,155
329_p4044,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,247,5,232,246
329_p4054,329,disidencia,disidencia,0,0,1,1,0,1,0,70,6,60,69
329_p4057,329,unanime,unanime,0,0,0,0,0,0,0,39,2,36,
329_p4058,329,disidencia,disidencia,0,0,1,1,0,1,0,226,5,220,225
329_p4066,329,disidencia,disidencia,0,0,0,0,0,0,0,281,11,270,
329_p4078,329,disidencia,disidencia,0,0,1,1,0,1,0,173,6,164,172
329_p4083,329,unanime,unanime,0,0,0,0,0,0,0,122,3,117,
329_p4087,329,segun_su_voto,segun_su_voto,1,1,0,0,1,0,0,223,4,215,225
329_p4094,329,unanime,unanime,0,0,0,0,0,0,0,49,2,46,
329_p4096,329,unanime,unanime,0,0,0,0,0,0,0,40,2,36,
329_p4097,329,unanime,unanime,0,0,0,0,0,0,0,35,2,30,
329_p4098,329,unanime,unanime,0,0,0,0,0,0,0,26,2,23,
329_p4099,329,disidencia,disidencia,0,0,1,1,0,1,0,233,6,224,238
329_p4106,329,disidencia,disidencia,0,0,1,1,0,1,0,148,5,139,147
329_p4111,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,4,,
329_p4133,329,unanime,unanime,0,0,0,0,0,0,0,51,2,44,
329_p4134,329,unanime,unanime,0,0,0,0,0,0,0,17,2,10,
329_p4135,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,5,,
329_p4140,329,disidencia,disidencia,1,1,2,2,1,2,0,147,12,140,146
329_p4147,329,unanime,unanime,0,0,0,0,0,0,0,30,3,26,
329_p4148,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,3,,
329_p4150,329,unanime,unanime,0,0,0,0,0,0,0,287,3,278,
329_p4158,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p4161,329,segun_su_voto,segun_su_voto,2,2,0,0,2,0,0,138,8,135,139
329_p4168,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,,
329_p4170,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p4172,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p4176,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,,
329_p4178,329,disidencia,disidencia,0,0,1,1,0,1,0,94,5,71,95
329_p4181,329,unanime,unanime,0,0,0,0,0,0,0,91,3,84,
329_p4184,329,unanime,unanime,0,0,0,0,0,0,0,108,2,100,
329_p4187,329,unanime,unanime,0,0,0,0,0,0,0,112,2,106,
329_p4190,329,unanime,unanime,0,0,0,0,0,0,0,130,3,119,
329_p4194,329,unanime,unanime,0,0,0,0,0,0,0,63,2,55,
329_p4196,329,unanime,unanime,0,0,0,0,0,0,0,78,3,69,
329_p4199,329,unanime,unanime,0,0,0,0,0,0,0,98,3,90,
329_p4201,329,unanime,unanime,0,0,0,0,0,0,0,67,3,58,
329_p4203,329,unanime,unanime,0,0,0,0,0,0,0,93,2,89,
329_p4206,329,unanime,unanime,0,0,0,0,0,0,0,257,3,245,
329_p4213,329,disidencia,disidencia,0,0,2,2,0,2,0,326,11,318,332
329_p4228,329,unanime,unanime,0,0,0,0,0,0,0,109,2,105,
329_p4233,329,unanime,unanime,0,0,0,0,0,0,0,21,2,10,
329_p4234,329,unanime,unanime,0,0,0,0,0,0,0,258,2,248,
329_p4241,329,unanime,unanime,0,0,0,0,0,0,0,42,2,33,
329_p4242,329,unanime,unanime,0,0,0,0,0,0,0,26,2,19,
329_p4243,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,0,3,
329_p4245,329,unanime,unanime,0,0,0,0,0,0,0,96,2,89,
329_p4248,329,disidencia,disidencia,0,0,1,1,0,1,0,219,5,203,217
329_p4255,329,unanime,unanime,0,0,0,0,0,0,0,142,2,136,
329_p4259,329,unanime,unanime,0,0,0,0,0,0,0,169,2,162,
329_p4263,329,sin_firma,sin_firma,0,0,0,0,0,0,0,,2,89,
329_p4266,329,unanime,unanime,0,0,0,0,0,0,0,170,2,164,
329_p4271,329,unanime,unanime,0,0,0,0,0,0,0,83,2,70,
329_p4273,329,mixed,mixed,1,1,1,1,1,1,0,167,10,161,166
329_p4279,329,unanime,unanime,0,0,0,0,0,0,0,88,2,83,
