caso,zona,wc_pre,wc_post,delta_wc
329_p1024,firma,62,116,54
329_p1024,sumario,139,166,27
329_p1024,residuo_caso_anterior,11,0,-11
329_p1024,dispositivo,116,166,50
329_p1053,firma,605,49,-556
329_p1053,cuerpo,213,139,-74
329_p1053,epilogo,45,51,6
329_p1053,sumario,617,1187,570
329_p1053,dispositivo,171,138,-33
329_p1066,firma,168,112,-56
329_p1066,cuerpo,2607,2581,-26
329_p1066,sumario,873,907,34
329_p1066,residuo_caso_anterior,281,74,-207
329_p1066,voto_separado,55,50,-5
329_p1066,epilogo,1402,1667,265
329_p1066,dispositivo,2103,2145,42
329_p1092,firma,408,111,-297
329_p1092,cuerpo,9400,9426,26
329_p1092,sumario,4218,4533,315
329_p1092,residuo_caso_anterior,5,0,-5
329_p1092,voto_separado,45,50,5
329_p1092,epilogo,6215,6285,70
329_p1092,dispositivo,14693,14708,15
329_p117,firma,68,40,-28
329_p117,voto_separado,14,10,-4
329_p117,sumario,148,165,17
329_p117,cuerpo,353,298,-55
329_p117,epilogo,147,187,40
329_p117,residuo_caso_anterior,2,152,150
329_p1180,firma,87,32,-55
329_p1180,sumario,435,481,46
329_p1180,header_pagina,78,77,-1
329_p1180,epilogo,54,0,-54
329_p1180,dispositivo,52,29,-23
329_p1191,firma,90,48,-42
329_p1191,sumario,797,845,48
329_p1191,residuo_caso_anterior,7,0,-7
329_p1191,epilogo,872,933,61
329_p1191,dispositivo,502,493,-9
329_p1209,firma,74,33,-41
329_p1209,sumario,279,320,41
329_p1209,cuerpo,533,505,-28
329_p1209,epilogo,30,0,-30
329_p1209,residuo_caso_anterior,3,0,-3
329_p1209,dispositivo,155,116,-39
329_p1226,firma,69,64,-5
329_p1226,sumario,757,779,22
329_p1226,cuerpo,2582,2464,-118
329_p1226,epilogo,77,63,-14
329_p1226,residuo_caso_anterior,13,169,156
329_p1226,dispositivo,96,106,10
329_p123,firma,45,26,-19
329_p123,sumario,565,581,16
329_p123,epilogo,67,0,-67
329_p123,dispositivo,54,27,-27
329_p1303,firma,740,518,-222
329_p1303,sumario,154,135,-19
329_p1303,dispositivo,14,0,-14
329_p1305,firma,9,0,-9
329_p1305,residuo_caso_anterior,0,217,217
329_p1305,cuerpo,204,0,-204
329_p1305,apertura,5,0,-5
329_p1305,sumario,96,103,7
329_p1305,dispositivo,17,14,-3
329_p135,firma,56,54,-2
329_p135,sumario,229,200,-29
329_p135,residuo_caso_anterior,17,199,182
329_p135,epilogo,100,136,36
329_p135,dispositivo,52,66,14
329_p1350,firma,29583,1103,-28480
329_p1350,cuerpo,730,740,10
329_p1350,sumario,40668,66340,25672
329_p1350,residuo_caso_anterior,3,0,-3
329_p1350,header_pagina,105,148,43
329_p1350,epilogo,10380,17937,7557
329_p1350,apertura,5,10,5
329_p1350,dispositivo,1244,1310,66
329_p1399,firma,147,35,-112
329_p1399,sumario,860,972,112
329_p1399,residuo_caso_anterior,10,108,98
329_p1425,firma,64,33,-31
329_p1425,sumario,591,622,31
329_p1425,epilogo,29,0,-29
329_p1447,firma,285,85,-200
329_p1447,sumario,1538,1743,205
329_p1447,epilogo,1255,1103,-152
329_p1447,dispositivo,785,760,-25
329_p149,firma,137,59,-78
329_p149,voto_separado,1450,1316,-134
329_p149,sumario,890,991,101
329_p149,epilogo,201,119,-82
329_p149,dispositivo,327,269,-58
329_p1501,firma,73,44,-29
329_p1501,cuerpo,97,67,-30
329_p1501,sumario,412,429,17
329_p1501,residuo_caso_anterior,4,34,30
329_p1501,voto_separado,15,0,-15
329_p1501,epilogo,44,78,34
329_p1501,dispositivo,92,28,-64
329_p1506,firma,64,33,-31
329_p1506,header_pagina,57,56,-1
329_p1506,cuerpo,2366,2306,-60
329_p1506,epilogo,170,114,-56
329_p1506,sumario,369,397,28
329_p1506,dispositivo,191,125,-66
329_p1522,firma,1912,1932,20
329_p1522,sumario,789,817,28
329_p1522,epilogo,65,0,-65
329_p1522,residuo_caso_anterior,3,0,-3
329_p1522,dispositivo,88,87,-1
329_p1541,firma,779,735,-44
329_p1541,sumario,729,795,66
329_p1541,epilogo,88,66,-22
329_p1638,firma,103,42,-61
329_p1638,epilogo,78,71,-7
329_p1638,sumario,1164,1233,69
329_p1638,dispositivo,144,117,-27
329_p1655,firma,82,53,-29
329_p1655,sumario,762,788,26
329_p1655,epilogo,372,325,-47
329_p1655,residuo_caso_anterior,9,45,36
329_p1655,dispositivo,75,10,-65
329_p1661,firma,62,36,-26
329_p1661,cuerpo,149,87,-62
329_p1661,sumario,420,437,17
329_p1661,voto_separado,13,9,-4
329_p1661,header_pagina,57,56,-1
329_p1661,epilogo,119,73,-46
329_p1661,dispositivo,180,148,-32
329_p1675,firma,85,120,35
329_p1675,sumario,426,452,26
329_p1675,residuo_caso_anterior,11,14,3
329_p1675,dispositivo,84,111,27
329_p1723,firma,319,30,-289
329_p1723,sumario,1991,2277,286
329_p1723,residuo_caso_anterior,3,60,57
329_p1723,epilogo,30,0,-30
329_p1723,dispositivo,182,84,-98
329_p1758,firma,91,68,-23
329_p1758,header_pagina,29,28,-1
329_p1758,epilogo,132,82,-50
329_p1758,sumario,177,194,17
329_p1758,dispositivo,121,104,-17
329_p1794,firma,64,32,-32
329_p1794,header_pagina,78,77,-1
329_p1794,sumario,985,1017,32
329_p182,firma,48,60,12
329_p182,sumario,129,145,16
329_p182,cuerpo,434,305,-129
329_p182,epilogo,54,0,-54
329_p182,residuo_caso_anterior,16,27,11
329_p182,dispositivo,35,17,-18
329_p1862,firma,121,87,-34
329_p1862,sumario,684,715,31
329_p1862,epilogo,8,0,-8
329_p1862,residuo_caso_anterior,21,150,129
329_p1862,dispositivo,3263,3045,-218
329_p1928,firma,12,25,13
329_p1928,sumario,314,326,12
329_p1928,cuerpo,101,53,-48
329_p1928,apertura,5,10,5
329_p1928,residuo_caso_anterior,5,149,144
329_p1928,dispositivo,0,71,71
329_p1974,firma,89,69,-20
329_p1974,cuerpo,1496,1463,-33
329_p1974,sumario,665,729,64
329_p1974,residuo_caso_anterior,5,81,76
329_p1974,epilogo,81,24,-57
329_p1974,dispositivo,44,29,-15
329_p20,firma,45,32,-13
329_p20,cuerpo,105,86,-19
329_p20,sumario,766,770,4
329_p20,residuo_caso_anterior,7,66,59
329_p20,epilogo,47,0,-47
329_p20,dispositivo,138,69,-69
329_p2005,firma,201,91,-110
329_p2005,sumario,928,1038,110
329_p2005,header_pagina,134,133,-1
329_p2030,firma,70,53,-17
329_p2030,voto_separado,4,8,4
329_p2030,cuerpo,596,590,-6
329_p2030,epilogo,56,51,-5
329_p2030,sumario,285,303,18
329_p2030,dispositivo,105,60,-45
329_p2045,firma,52,45,-7
329_p2045,sumario,259,283,24
329_p2045,cuerpo,1730,1680,-50
329_p2045,residuo_caso_anterior,3,0,-3
329_p2045,dispositivo,71,30,-41
329_p2069,firma,195,135,-60
329_p2069,sumario,855,878,23
329_p2069,cuerpo,2026,2036,10
329_p2069,apertura,5,10,5
329_p2069,residuo_caso_anterior,8,40,32
329_p2069,dispositivo,148,233,85
329_p2115,firma,88,45,-43
329_p2115,sumario,389,411,22
329_p2115,residuo_caso_anterior,10,68,58
329_p2115,epilogo,0,30,30
329_p2367,firma,168,40,-128
329_p2367,sumario,1441,1566,125
329_p2367,residuo_caso_anterior,5,38,33
329_p2367,epilogo,111,37,-74
329_p2367,dispositivo,44,33,-11
329_p244,firma,311,291,-20
329_p244,sumario,368,376,8
329_p244,header_pagina,337,336,-1
329_p244,epilogo,449,461,12
329_p2440,firma,103,28,-75
329_p2440,cuerpo,97,476,379
329_p2440,sumario,989,1051,62
329_p2440,voto_separado,128,124,-4
329_p2440,header_pagina,71,70,-1
329_p2440,epilogo,466,0,-466
329_p2440,dispositivo,198,132,-66
329_p2459,firma,104,59,-45
329_p2459,voto_separado,17,21,4
329_p2459,sumario,248,302,54
329_p2459,cuerpo,1300,1323,23
329_p2459,epilogo,40,115,75
329_p2459,residuo_caso_anterior,5,0,-5
329_p2459,dispositivo,123,189,66
329_p2588,firma,65,38,-27
329_p2588,sumario,138,165,27
329_p2588,epilogo,44,0,-44
329_p2606,firma,74,36,-38
329_p2606,voto_separado,9,4,-5
329_p2606,header_pagina,29,28,-1
329_p2606,cuerpo,107,82,-25
329_p2606,epilogo,105,44,-61
329_p2606,sumario,247,269,22
329_p2606,dispositivo,151,60,-91
329_p2610,firma,54,59,5
329_p2610,voto_separado,7,12,5
329_p2610,sumario,388,399,11
329_p2610,cuerpo,454,479,25
329_p2610,epilogo,0,66,66
329_p2610,residuo_caso_anterior,5,0,-5
329_p2610,dispositivo,117,208,91
329_p2631,firma,63,39,-24
329_p2631,sumario,604,607,3
329_p2631,residuo_caso_anterior,3,0,-3
329_p2631,epilogo,46,91,45
329_p2631,dispositivo,472,421,-51
329_p2649,firma,56,54,-2
329_p2649,cuerpo,528,425,-103
329_p2649,sumario,285,301,16
329_p2649,residuo_caso_anterior,10,0,-10
329_p2649,epilogo,42,66,24
329_p2649,apertura,5,10,5
329_p2649,dispositivo,157,168,11
329_p2655,firma,73,40,-33
329_p2655,sumario,210,240,30
329_p2655,residuo_caso_anterior,9,175,166
329_p2655,epilogo,43,51,8
329_p2655,dispositivo,77,94,17
329_p2674,firma,69,29,-40
329_p2674,cuerpo,274,242,-32
329_p2674,sumario,227,244,17
329_p2674,voto_separado,19,9,-10
329_p2674,epilogo,50,0,-50
329_p2674,dispositivo,106,53,-53
329_p2688,firma,117,72,-45
329_p2688,sumario,1024,1042,18
329_p2688,residuo_caso_anterior,10,68,58
329_p2688,dispositivo,722,874,152
329_p2714,firma,134,50,-84
329_p2714,sumario,342,353,11
329_p2714,residuo_caso_anterior,9,76,67
329_p2719,firma,73,42,-31
329_p2719,sumario,755,778,23
329_p2719,epilogo,706,488,-218
329_p2719,residuo_caso_anterior,9,82,73
329_p2719,dispositivo,53,22,-31
329_p2764,firma,82,25,-57
329_p2764,sumario,1247,1288,41
329_p2764,epilogo,17,0,-17
329_p2764,dispositivo,275,41,-234
329_p28,firma,82,60,-22
329_p28,sumario,853,884,31
329_p28,residuo_caso_anterior,11,19,8
329_p28,epilogo,0,58,58
329_p28,dispositivo,92,161,69
329_p2810,firma,77,65,-12
329_p2810,sumario,343,349,6
329_p2810,header_pagina,36,35,-1
329_p2810,dispositivo,208,143,-65
329_p2830,firma,84,57,-27
329_p2830,sumario,304,323,19
329_p2830,cuerpo,368,245,-123
329_p2830,epilogo,611,566,-45
329_p2830,residuo_caso_anterior,58,0,-58
329_p2830,dispositivo,128,86,-42
329_p2837,firma,126,121,-5
329_p2837,sumario,434,456,22
329_p2837,residuo_caso_anterior,0,99,99
329_p2837,epilogo,51,100,49
329_p2837,dispositivo,122,148,26
329_p2847,firma,75,28,-47
329_p2847,sumario,416,457,41
329_p2847,residuo_caso_anterior,7,10,3
329_p2847,epilogo,208,90,-118
329_p2847,dispositivo,77,11,-66
329_p2886,firma,63,41,-22
329_p2886,sumario,286,305,19
329_p2886,cuerpo,767,723,-44
329_p2886,epilogo,100,0,-100
329_p2886,residuo_caso_anterior,9,52,43
329_p2886,dispositivo,161,140,-21
329_p2929,firma,62,58,-4
329_p2929,sumario,357,384,27
329_p2929,residuo_caso_anterior,3,106,103
329_p2929,dispositivo,295,333,38
329_p2949,firma,31222,415,-30807
329_p2949,residuo_caso_anterior,0,61,61
329_p2949,header_pagina,56,105,49
329_p2949,epilogo,9513,21448,11935
329_p2949,sumario,49067,72225,23158
329_p2949,dispositivo,4898,4944,46
329_p2986,firma,1483,53,-1430
329_p2986,sumario,970,2400,1430
329_p2986,header_pagina,141,140,-1
329_p3021,firma,119,45,-74
329_p3021,sumario,745,819,74
329_p3021,dispositivo,166,132,-34
329_p3074,firma,64,47,-17
329_p3074,sumario,689,706,17
329_p3074,cuerpo,1201,1228,27
329_p3074,epilogo,27,0,-27
329_p309,firma,44,48,4
329_p309,sumario,274,245,-29
329_p309,cuerpo,1326,1381,55
329_p309,epilogo,56,126,70
329_p309,apertura,5,10,5
329_p309,residuo_caso_anterior,10,0,-10
329_p309,dispositivo,29,68,39
329_p3129,firma,58,46,-12
329_p3129,sumario,254,266,12
329_p3134,firma,66,37,-29
329_p3134,cuerpo,384,241,-143
329_p3134,epilogo,50,0,-50
329_p3134,sumario,236,259,23
329_p3134,dispositivo,99,30,-69
329_p3148,firma,110,94,-16
329_p3148,cuerpo,1959,2008,49
329_p3148,sumario,512,535,23
329_p3148,voto_separado,40,43,3
329_p3148,header_pagina,91,98,7
329_p3207,firma,96,26,-70
329_p3207,sumario,323,396,73
329_p3207,epilogo,47,109,62
329_p3207,residuo_caso_anterior,7,55,48
329_p3207,dispositivo,26,40,14
329_p330,firma,40,25,-15
329_p330,sumario,306,411,105
329_p330,epilogo,141,51,-90
329_p330,residuo_caso_anterior,11,70,59
329_p335,firma,175,54,-121
329_p335,cuerpo,804,777,-27
329_p335,sumario,682,794,112
329_p335,voto_separado,21,17,-4
329_p335,epilogo,72,0,-72
329_p335,dispositivo,157,127,-30
329_p3388,firma,94,79,-15
329_p3388,sumario,471,506,35
329_p3388,residuo_caso_anterior,7,20,13
329_p3388,epilogo,50,118,68
329_p3388,dispositivo,53,72,19
329_p342,firma,67,50,-17
329_p342,cuerpo,820,847,27
329_p342,sumario,290,361,71
329_p342,residuo_caso_anterior,29,0,-29
329_p342,voto_separado,13,17,4
329_p342,epilogo,35,115,80
329_p342,dispositivo,103,133,30
329_p3493,firma,135,27,-108
329_p3493,sumario,1350,1452,102
329_p3493,header_pagina,169,168,-1
329_p3493,dispositivo,3283,3267,-16
329_p3546,firma,48,54,6
329_p3546,sumario,1028,1042,14
329_p3546,residuo_caso_anterior,7,81,74
329_p3546,epilogo,46,91,45
329_p3546,dispositivo,593,499,-94
329_p3559,firma,54,40,-14
329_p3559,sumario,360,336,-24
329_p3559,residuo_caso_anterior,8,78,70
329_p3559,epilogo,42,95,53
329_p3559,dispositivo,82,126,44
329_p3564,firma,21,0,-21
329_p3564,sumario,655,676,21
329_p3564,dictamen,869,719,-150
329_p3564,residuo_caso_anterior,12,54,42
329_p3600,firma,49,28,-21
329_p3600,cuerpo,610,383,-227
329_p3600,sumario,432,499,67
329_p3600,epilogo,78,0,-78
329_p3600,dispositivo,37,17,-20
329_p3611,firma,109,75,-34
329_p3611,sumario,373,410,37
329_p3611,epilogo,83,126,43
329_p3611,residuo_caso_anterior,14,227,213
329_p3611,dispositivo,86,106,20
329_p3617,sumario,1748,1790,42
329_p3617,epilogo,1912,1822,-90
329_p3617,residuo_caso_anterior,16,172,156
329_p3617,dispositivo,296,242,-54
329_p3649,firma,218,146,-72
329_p3649,voto_separado,21,11,-10
329_p3649,sumario,144,163,19
329_p3649,cuerpo,141,108,-33
329_p3649,dispositivo,174,83,-91
329_p3651,firma,68,65,-3
329_p3651,cuerpo,97,100,3
329_p3651,sumario,565,607,42
329_p3651,residuo_caso_anterior,12,33,21
329_p3651,voto_separado,9,10,1
329_p3651,epilogo,79,0,-79
329_p3651,dispositivo,47,58,11
329_p3659,firma,70,69,-1
329_p3659,cuerpo,98,128,30
329_p3659,sumario,414,441,27
329_p3659,residuo_caso_anterior,11,0,-11
329_p3659,voto_separado,5,14,9
329_p3659,epilogo,30,109,79
329_p3659,dispositivo,99,146,47
329_p3680,firma,1158,58,-1100
329_p3680,cuerpo,19613,19625,12
329_p3680,sumario,4000,5106,1106
329_p3680,residuo_caso_anterior,3,0,-3
329_p3680,voto_separado,17,21,4
329_p3680,epilogo,45,51,6
329_p3680,dispositivo,1755,1723,-32
329_p3749,firma,60,37,-23
329_p3749,sumario,449,475,26
329_p3749,epilogo,51,58,7
329_p3749,dispositivo,68,127,59
329_p3764,firma,226,82,-144
329_p3764,cuerpo,1345,1373,28
329_p3764,sumario,594,744,150
329_p3764,residuo_caso_anterior,10,0,-10
329_p3764,epilogo,58,126,68
329_p3764,dispositivo,134,221,87
329_p3775,firma,160,36,-124
329_p3775,cuerpo,6272,6215,-57
329_p3775,sumario,764,885,121
329_p3775,residuo_caso_anterior,5,11,6
329_p3775,epilogo,70,0,-70
329_p3775,dispositivo,117,69,-48
329_p3806,firma,191,67,-124
329_p3806,sumario,992,1067,75
329_p3806,cuerpo,2359,2441,82
329_p3806,apertura,5,10,5
329_p3806,residuo_caso_anterior,12,73,61
329_p3806,dispositivo,7514,7378,-136
329_p385,firma,1004,567,-437
329_p385,sumario,2564,2998,434
329_p385,residuo_caso_anterior,99,100,1
329_p385,epilogo,1864,1780,-84
329_p385,dispositivo,5875,5836,-39
329_p3851,firma,74,51,-23
329_p3851,sumario,276,284,8
329_p3851,cuerpo,1046,831,-215
329_p3851,epilogo,175,134,-41
329_p3851,residuo_caso_anterior,41,65,24
329_p3851,dispositivo,57,38,-19
329_p3879,firma,148,114,-34
329_p3879,sumario,320,348,28
329_p3879,cuerpo,1275,1181,-94
329_p3879,epilogo,11,0,-11
329_p3879,dispositivo,103,87,-16
329_p3894,firma,223,60,-163
329_p3894,sumario,494,509,15
329_p3894,cuerpo,3510,3423,-87
329_p3894,residuo_caso_anterior,47,34,-13
329_p3894,dispositivo,166,165,-1
329_p3966,firma,97,37,-60
329_p3966,sumario,863,918,55
329_p3966,cuerpo,4117,4061,-56
329_p3966,epilogo,85,52,-33
329_p3966,residuo_caso_anterior,11,25,14
329_p3966,dispositivo,79,47,-32
329_p3986,firma,98,29,-69
329_p3986,cuerpo,257,243,-14
329_p3986,sumario,512,559,47
329_p3986,residuo_caso_anterior,0,60,60
329_p3986,dispositivo,116,77,-39
329_p4026,firma,41,3,-38
329_p4026,voto_separado,9,0,-9
329_p4026,sumario,384,397,13
329_p4026,cuerpo,471,442,-29
329_p4026,epilogo,64,67,3
329_p4026,residuo_caso_anterior,8,0,-8
329_p4026,dispositivo,158,125,-33
329_p4066,firma,87,34,-53
329_p4066,sumario,348,359,11
329_p4066,cuerpo,1936,1803,-133
329_p4066,epilogo,76,94,18
329_p4066,residuo_caso_anterior,7,13,6
329_p4066,dispositivo,168,97,-71
329_p4111,firma,82,48,-34
329_p4111,sumario,414,412,-2
329_p4111,residuo_caso_anterior,10,0,-10
329_p4111,epilogo,61,154,93
