caso_id_canonico,materia,materia_capa,materia_fuente
334_p1101,tributario,capa2,objeto+parte(2)
334_p1106,,originaria,originaria
334_p1113,contencioso_administrativo,capa2,provincia:ca
334_p1123,civil_comercial,capa1,regla:civil y comercial federal
334_p1133,laboral,capa1,regla:\bdel trabajo\b
334_p1139,laboral,capa1,regla:\bdel trabajo\b
334_p1143,,originaria,originaria
334_p1162,,originaria,originaria
334_p1172,previsional,capa1,regla:seguridad social
334_p1182,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1187,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1193,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1198,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
334_p1204,penal,capa2,objeto(1)
334_p1216,penal,capa1,regla:casacion penal
334_p1231,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
334_p1237,contencioso_administrativo,capa2,provincia:ca
334_p1239,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1241,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1264,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
334_p1272,civil_comercial,capa1,regla:\ben lo civil\b
334_p1276,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1287,civil_comercial,capa1,regla:\ben lo civil\b
334_p1302,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1327,civil_comercial,capa1,regla:civil y comercial federal
334_p1342,,originaria,originaria
334_p1346,,originaria,originaria
334_p1361,civil_comercial,capa1,regla:\ben lo civil\b
334_p1372,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1382,,pendiente_capa2,sin_ancla
334_p1387,laboral,capa1,regla:\bdel trabajo\b
334_p1406,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1412,,pendiente_capa2,sin_ancla
334_p1426,contencioso_administrativo,capa2,objeto(1)
334_p1431,,pendiente_capa2,sin_ancla
334_p1437,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
334_p1445,,pendiente_capa2,sin_ancla
334_p1458,contencioso_administrativo,capa2,provincia:ca
334_p1461,,pendiente_capa2,sin_ancla
334_p1472,,originaria,originaria
334_p1489,penal,capa1,regla:casacion penal
334_p1504,penal,capa2,kw(1)
334_p1580,,originaria,originaria
334_p1609,penal,capa1,regla:penal economico
334_p1614,civil_comercial,capa1,regla:civil y comercial federal
334_p1622,laboral,capa1,regla:\bdel trabajo\b
334_p1626,,originaria,originaria
334_p1640,,originaria,originaria
334_p1644,penal,capa1,regla:casacion penal
334_p1659,penal,capa2,objeto(1)
334_p1673,penal,capa2,kw(1)
334_p1691,civil_comercial,capa1,regla:\ben lo civil\b
334_p1703,civil_comercial,capa1,regla:\ben lo comercial\b
334_p1714,civil_comercial,capa1,regla:\ben lo civil\b
334_p1722,civil_comercial,capa1,regla:\ben lo civil\b
334_p1754,,originaria,originaria
334_p1768,civil_comercial,capa2,objeto(1)
334_p1791,,pendiente_capa2,sin_ancla
334_p1795,civil_comercial,capa1,regla:civil y comercial federal
334_p1804,previsional,capa1,regla:seguridad social
334_p1808,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
334_p1815,laboral,capa1,regla:\bdel trabajo\b
334_p1821,civil_comercial,capa2,kw+norma:17418+objeto(3)
334_p1842,civil_comercial,capa2,objeto(1)
334_p1848,civil_comercial,capa1,regla:civil y comercial federal
334_p1854,tributario,capa2,parte(1)
334_p1861,,originaria,originaria
334_p1869,previsional,capa2,parte(1)
334_p1876,civil_comercial,capa1,regla:\ben lo comercial\b
334_p1882,penal,capa1,regla:casacion penal
334_p1897,laboral,capa1,regla:\bdel trabajo\b
334_p1903,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
334_p1909,contencioso_administrativo,capa1,regla:contencioso administrativo
334_p1920,penal,capa2,norma:24767+objeto(2)
337_p23,,originaria,originaria
337_p37,penal,capa1,regla:casacion penal
337_p45,salud,capa2,coocur:salud_amparo
337_p47,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p58,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p62,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p70,,pendiente_capa2,sin_ancla
337_p77,civil_comercial,capa1,regla:\ben lo comercial\b
337_p88,tributario,capa2,kw+norma:23548(2)
337_p97,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p112,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p119,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p123,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p133,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p149,civil_comercial,capa1,regla:\ben lo comercial\b
337_p154,civil_comercial,capa1,regla:\ben lo civil\b
337_p166,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p179,laboral,capa1,regla:\bdel trabajo\b
337_p191,previsional,capa1,regla:seguridad social
337_p196,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p205,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p222,salud,capa2,coocur:salud_amparo
337_p234,constitucional,capa2,objeto(1)
337_p256,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p291,civil_comercial,capa1,regla:\ben lo comercial\b
337_p307,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p315,civil_comercial,capa1,regla:\ben lo comercial\b
337_p329,civil_comercial,capa1,regla:\ben lo civil\b
337_p339,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p346,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p354,penal,capa1,regla:casacion penal
337_p365,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p373,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p388,tributario,capa2,kw(1)
337_p448,civil_comercial,capa1,regla:\ben lo comercial\b
337_p469,contencioso_administrativo,capa2,norma:21499(1)
337_p471,civil_comercial,capa1,regla:\ben lo civil\b
337_p481,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p486,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p492,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p505,penal,capa2,norma:24660+objeto(2)
337_p518,tributario,capa2,norma:11683(1)
337_p530,previsional,capa2,norma:24463(1)
337_p542,penal,capa1,regla:casacion penal
337_p548,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p567,civil_comercial,capa1,regla:\ben lo comercial\b
337_p574,contencioso_administrativo,capa2,objeto(1)
337_p580,civil_comercial,capa1,regla:\ben lo civil\b
337_p590,,sui_generis,Jurado de Enjuiciamiento de Magistrados de la Nación
337_p611,,pendiente_capa2,sin_ancla
337_p627,,originaria,originaria
337_p637,penal,capa1,regla:casacion penal
337_p647,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p654,salud,capa2,coocur:salud_amparo
337_p659,penal,capa1,regla:casacion penal
337_p675,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p681,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p692,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p703,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p712,civil_comercial,capa1,regla:civil y comercial federal
337_p731,civil_comercial,capa1,regla:civil y comercial federal
337_p735,,pendiente_capa2,sin_ancla
337_p740,contencioso_administrativo,capa2,provincia:ca
337_p748,laboral,capa1,regla:\bdel trabajo\b
337_p753,civil_comercial,capa1,regla:\ben lo comercial\b
337_p762,civil_comercial,capa1,regla:\ben lo comercial\b
337_p771,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p790,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p813,,originaria,originaria
337_p822,,originaria,originaria
337_p843,ambiental,capa2,norma:25675(1)
337_p850,,pendiente_capa2,sin_ancla
337_p858,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p877,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p901,penal,capa1,regla:casacion penal
337_p921,civil_comercial,capa1,regla:\ben lo civil\b
337_p939,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p948,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p966,previsional,capa1,regla:seguridad social
337_p993,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p1006,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p1013,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p1024,consumo,capa2,kw+norma:24240(2)
337_p1037,previsional,capa2,norma:24241+parte(2)
337_p1042,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p1052,civil_comercial,capa2,objeto(1)
337_p1067,,originaria,originaria
337_p1081,,pendiente_capa2,sin_ancla
337_p1095,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p1102,,pendiente_capa2,sin_ancla
337_p1108,contencioso_administrativo,capa2,provincia:ca
337_p1117,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p1136,laboral,capa1,regla:\bdel trabajo\b
337_p1142,,pendiente_capa2,conflicto_capa2:cambiario/laboral
337_p1152,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p1174,civil_comercial,capa1,regla:\ben lo civil\b
337_p1217,civil_comercial,capa1,regla:\ben lo comercial\b
337_p1234,civil_comercial,capa1,regla:\ben lo comercial\b
337_p1245,,originaria,originaria
337_p1252,penal,capa1,regla:casacion penal
337_p1254,contencioso_administrativo,capa2,provincia:ca
337_p1263,tributario,capa2,norma:23548(1)
337_p1277,previsional,capa1,regla:seguridad social
337_p1289,penal,capa2,kw(1)
337_p1307,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p1323,,pendiente_capa2,sin_ancla
337_p1337,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p1346,,originaria,originaria
337_p1361,,pendiente_capa2,conflicto_capa2:ambiental/consumo
337_p1375,,originaria,originaria
337_p1393,contencioso_administrativo,capa2,provincia:ca
337_p1403,laboral,capa1,regla:\bdel trabajo\b
337_p1408,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p1420,contencioso_administrativo,capa1,regla:contencioso administrativo
337_p1431,civil_comercial,capa1,regla:\ben lo civil\b
337_p1439,,originaria,originaria
337_p1447,,originaria,originaria
337_p1451,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p1464,,originaria,originaria
337_p1491,civil_comercial,capa1,regla:\ben lo comercial\b
337_p1494,,pendiente_capa2,conflicto_capa2:contencioso_administrativo/tributario
337_p1503,,originaria,originaria
337_p1511,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
337_p1521,previsional,capa1,regla:seguridad social
337_p1530,penal,capa1,regla:casacion penal
337_p1540,constitucional,capa2,objeto(1)
337_p1548,laboral,capa1,regla:\bdel trabajo\b
337_p1555,laboral,capa2,kw+norma:20744+norma:24557(3)
337_p1564,previsional,capa1,regla:seguridad social
337_p1581,previsional,capa1,regla:seguridad social
338_p29,civil_comercial,capa1,regla:civil y comercial federal
338_p40,consumo,capa2,kw(1)
338_p48,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p53,laboral,capa1,regla:\bdel trabajo\b
338_p68,penal,capa1,regla:casacion penal
338_p80,ambiental,capa2,kw+norma:25675(2)
338_p88,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p102,civil_comercial,capa1,regla:civil y comercial federal
338_p113,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p123,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p130,contencioso_administrativo,capa2,objeto(1)
338_p134,contencioso_administrativo,capa2,provincia:ca
338_p141,,originaria,originaria
338_p148,previsional,capa1,regla:seguridad social
338_p155,,pendiente_capa2,sin_ancla
338_p161,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p169,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p176,penal,capa1,regla:penal economico
338_p193,,pendiente_capa2,sin_ancla
338_p195,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p203,tributario,capa2,kw+norma:23548(2)
338_p212,contencioso_administrativo,capa2,objeto(1)
338_p221,laboral,capa1,regla:\bdel trabajo\b
338_p231,,originaria,originaria
338_p234,civil_comercial,capa1,regla:civil y comercial federal
338_p249,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p280,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p284,contencioso_administrativo,capa2,objeto(1)
338_p298,civil_comercial,capa2,kw+objeto(2)
338_p308,civil_comercial,capa1,regla:\ben lo comercial\b
338_p313,,originaria,originaria
338_p335,laboral,capa1,regla:\bdel trabajo\b
338_p340,,pendiente_capa2,sin_ancla
338_p342,penal,capa2,objeto(1)
338_p349,civil_comercial,capa1,regla:\ben lo civil\b
338_p353,civil_comercial,capa2,objeto(1)
338_p362,,originaria,originaria
338_p386,penal,capa1,regla:casacion penal
338_p399,contencioso_administrativo,capa2,provincia:ca
338_p404,ambiental,capa2,kw+norma:25675(2)
338_p407,civil_comercial,capa1,regla:civil y comercial federal
338_p412,civil_comercial,capa2,kw(1)
338_p419,,pendiente_capa2,sin_ancla
338_p424,contencioso_administrativo,capa2,objeto(1)
338_p428,,pendiente_capa2,sin_ancla
338_p432,,pendiente_capa2,sin_ancla
338_p435,ambiental,capa2,kw+norma:25675(2)
338_p451,previsional,capa1,regla:seguridad social
338_p453,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p463,ambiental,capa2,kw+norma:24051(2)
338_p467,civil_comercial,capa2,objeto(1)
338_p471,previsional,capa1,regla:seguridad social
338_p474,previsional,capa1,regla:seguridad social
338_p477,,pendiente_capa2,sin_ancla
338_p484,,pendiente_capa2,sin_ancla
338_p488,civil_comercial,capa1,regla:civil y comercial federal
338_p493,laboral,capa2,kw(1)
338_p505,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p508,laboral,capa1,regla:\bdel trabajo\b
338_p515,,originaria,originaria
338_p525,previsional,capa1,regla:seguridad social
338_p530,contencioso_administrativo,capa2,objeto(1)
338_p534,,pendiente_capa2,conflicto_capa2:civil_comercial/laboral
338_p539,constitucional,capa2,objeto(1)
338_p552,,pendiente_capa2,sin_ancla
338_p556,civil_comercial,capa2,objeto(1)
338_p599,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p601,,pendiente_capa2,sin_ancla
338_p613,previsional,capa1,regla:seguridad social
338_p623,civil_comercial,capa1,regla:\ben lo civil\b
338_p628,electoral,capa1,regla:electoral
338_p651,penal,capa1,regla:penal economico
338_p652,,pendiente_capa2,conflicto_capa2:civil_comercial/laboral
338_p693,laboral,capa1,regla:\bdel trabajo\b
338_p697,,pendiente_capa2,sin_ancla
338_p699,contencioso_administrativo,capa2,provincia:ca
338_p706,civil_comercial,capa1,regla:\ben lo civil\b
338_p711,penal,capa1,regla:casacion penal
338_p714,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p716,previsional,capa1,regla:seguridad social
338_p724,,originaria,originaria
338_p748,constitucional,capa2,objeto(1)
338_p757,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p763,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p765,contencioso_administrativo,capa2,provincia:ca
338_p767,,originaria,originaria
338_p779,,pendiente_capa2,sin_ancla
338_p793,ambiental,capa2,kw(1)
338_p798,penal,capa1,regla:casacion penal
338_p799,,pendiente_capa2,sin_ancla
338_p802,,originaria,originaria
338_p811,,originaria,originaria
338_p815,previsional,capa1,regla:seguridad social
338_p823,laboral,capa2,norma:24557(1)
338_p828,civil_comercial,capa2,objeto(1)
338_p830,,pendiente_capa2,sin_ancla
338_p837,contencioso_administrativo,capa2,provincia:ca
338_p845,,originaria,originaria
338_p868,,originaria,originaria
338_p875,penal,capa1,regla:casacion penal
338_p884,civil_comercial,capa1,regla:\ben lo comercial\b
338_p896,penal,capa2,objeto(1)
338_p902,,originaria,originaria
338_p911,civil_comercial,capa2,objeto(1)
338_p921,,pendiente_capa2,sin_ancla
338_p923,tributario,capa2,coocur:tributario_disfrazado(desempate)
338_p927,tributario,capa2,kw+norma:23548(2)
338_p934,laboral,capa1,regla:\bdel trabajo\b
338_p942,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p949,previsional,capa1,regla:seguridad social
338_p952,penal,capa1,regla:casacion penal
338_p959,contencioso_administrativo,capa2,provincia:ca
338_p962,,originaria,originaria
338_p991,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p993,,originaria,originaria
338_p1009,previsional,capa1,regla:seguridad social
338_p1017,previsional,capa1,regla:seguridad social
338_p1021,penal,capa1,regla:casacion penal
338_p1026,penal,capa1,regla:casacion penal
338_p1032,civil_comercial,capa1,regla:\ben lo civil\b
338_p1045,,pendiente_capa2,sin_ancla
338_p1048,civil_comercial,capa1,regla:civil y comercial federal
338_p1060,,originaria,originaria
338_p1084,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p1092,previsional,capa1,regla:seguridad social
338_p1104,laboral,capa1,regla:\bdel trabajo\b
338_p1110,,originaria,originaria
338_p1149,civil_comercial,capa1,regla:\ben lo civil\b
338_p1156,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
338_p1171,laboral,capa1,regla:\bdel trabajo\b
338_p1183,,originaria,originaria
338_p1216,,pendiente_capa2,sin_ancla
338_p1248,civil_comercial,capa1,regla:\ben lo comercial\b
338_p1252,civil_comercial,capa1,regla:\ben lo civil\b
338_p1258,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p1277,,pendiente_capa2,sin_ancla
338_p1284,penal,capa1,regla:casacion penal
338_p1291,laboral,capa1,regla:\bdel trabajo\b
338_p1299,civil_comercial,capa1,regla:\ben lo civil\b
338_p1304,laboral,capa1,regla:\bdel trabajo\b
338_p1311,civil_comercial,capa1,regla:\ben lo civil\b
338_p1322,civil_comercial,capa1,regla:\ben lo civil\b
338_p1325,previsional,capa2,norma:24241(1)
338_p1331,civil_comercial,capa1,regla:civil y comercial federal
338_p1335,civil_comercial,capa1,regla:\ben lo civil\b
338_p1339,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p1344,civil_comercial,capa1,regla:\ben lo comercial\b
338_p1347,laboral,capa1,regla:\bdel trabajo\b
338_p1356,,originaria,originaria
338_p1389,,originaria,originaria
338_p1431,contencioso_administrativo,capa2,objeto(1)
338_p1433,civil_comercial,capa1,regla:\ben lo civil\b
338_p1442,penal,capa1,regla:casacion penal
338_p1444,contencioso_administrativo,capa2,provincia:ca
338_p1455,,originaria,originaria
338_p1477,tributario,capa2,kw(1)
338_p1492,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p1498,tributario,capa2,norma:23548(1)
338_p1504,penal,capa1,regla:casacion penal
338_p1517,lesa_humanidad,capa2,kw(1)
338_p1524,civil_comercial,capa1,regla:\ben lo civil\b
338_p1534,civil_comercial,capa1,regla:\ben lo civil\b
338_p1538,contencioso_administrativo,capa2,provincia:ca
338_p1545,laboral,capa1,regla:\bdel trabajo\b
338_p1551,contencioso_administrativo,capa1,regla:contencioso administrativo
338_p1575,civil_comercial,capa2,objeto(1)
338_p1583,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p61,previsional,capa1,regla:seguridad social
339_p79,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p80,,pendiente_capa2,sin_ancla
339_p84,contencioso_administrativo,capa2,provincia:ca
339_p89,contencioso_administrativo,capa2,objeto(1)
339_p90,constitucional,capa2,objeto(1)
339_p92,,pendiente_capa2,sin_ancla
339_p94,penal,capa2,norma:24767+objeto(2)
339_p108,contencioso_administrativo,capa2,provincia:ca
339_p111,,pendiente_capa2,conflicto_capa2:ambiental/penal
339_p115,,pendiente_capa2,sin_ancla
339_p126,,pendiente_capa2,conflicto_capa2:cambiario/civil_comercial
339_p127,penal,capa1,regla:casacion penal
339_p142,ambiental,capa2,kw+norma:25675(2)
339_p155,laboral,capa2,norma:23551(1)
339_p160,tributario,capa2,kw(1)
339_p168,tributario,capa2,kw(1)
339_p173,tributario,capa2,kw(1)
339_p179,,pendiente_capa2,sin_ancla
339_p180,,pendiente_capa2,sin_ancla
339_p181,constitucional,capa2,objeto(1)
339_p183,,pendiente_capa2,sin_ancla
339_p185,contencioso_administrativo,capa2,objeto(1)
339_p186,penal,capa1,regla:casacion penal
339_p189,previsional,capa2,norma:24241+norma:24463+parte(3)
339_p194,,pendiente_capa2,sin_ancla
339_p201,ambiental,capa2,kw+norma:25675(2)
339_p216,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p219,previsional,capa1,regla:seguridad social
339_p222,civil_comercial,capa1,regla:\ben lo civil\b
339_p225,contencioso_administrativo,capa2,provincia:ca
339_p230,,originaria,originaria
339_p234,,pendiente_capa2,sin_ancla
339_p236,civil_comercial,capa1,regla:\ben lo comercial\b
339_p245,contencioso_administrativo,capa2,provincia:ca
339_p252,civil_comercial,capa1,regla:\ben lo comercial\b
339_p259,,pendiente_capa2,conflicto_capa2:contencioso_administrativo/laboral
339_p260,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p267,,pendiente_capa2,conflicto_capa2:laboral/previsional/tributario
339_p270,civil_comercial,capa2,objeto(1)
339_p272,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p273,,pendiente_capa2,sin_ancla
339_p274,laboral,capa2,kw+norma:20744(2)
339_p276,civil_comercial,capa2,objeto(1)
339_p290,civil_comercial,capa1,regla:civil y comercial federal
339_p299,,pendiente_capa2,conflicto_capa2:civil_comercial/laboral
339_p302,civil_comercial,capa1,regla:\ben lo civil\b
339_p304,,pendiente_capa2,sin_ancla
339_p305,contencioso_administrativo,capa2,provincia:ca
339_p307,penal,capa1,regla:casacion penal
339_p315,,pendiente_capa2,sin_ancla
339_p316,,pendiente_capa2,sin_ancla
339_p323,previsional,capa1,regla:seguridad social
339_p349,civil_comercial,capa1,regla:\ben lo civil\b
339_p353,ambiental,capa2,norma:25675(1)
339_p357,civil_comercial,capa2,objeto(1)
339_p359,previsional,capa1,regla:seguridad social
339_p367,civil_comercial,capa1,regla:\ben lo civil\b
339_p368,civil_comercial,capa1,regla:\ben lo civil\b
339_p372,laboral,capa2,coocur:indemniz_despido(desempate)
339_p381,penal,capa1,regla:casacion penal
339_p389,civil_comercial,capa1,regla:civil y comercial federal
339_p399,contencioso_administrativo,capa2,objeto(1)
339_p405,laboral,capa1,regla:\bdel trabajo\b
339_p407,,pendiente_capa2,sin_ancla
339_p408,penal,capa1,regla:casacion penal
339_p414,civil_comercial,capa1,regla:civil y comercial federal
339_p419,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p423,civil_comercial,capa1,regla:\ben lo civil\b
339_p428,,pendiente_capa2,sin_ancla
339_p429,civil_comercial,capa2,objeto(1)
339_p432,contencioso_administrativo,capa2,provincia:ca
339_p434,tributario,capa2,norma:11683+norma:20628+parte(3)
339_p444,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p452,tributario,capa2,objeto(1)
339_p456,civil_comercial,capa1,regla:civil y comercial federal
339_p457,laboral,capa1,regla:\bdel trabajo\b
339_p459,civil_comercial,capa1,regla:\ben lo comercial\b
339_p464,contencioso_administrativo,capa2,objeto(1)
339_p468,contencioso_administrativo,capa2,norma:21499(1)
339_p477,penal,capa1,regla:criminal y correccional
339_p480,penal,capa1,regla:casacion penal
339_p487,tributario,capa2,parte(1)
339_p488,penal,capa1,regla:criminal y correccional
339_p489,,pendiente_capa2,sin_ancla
339_p490,civil_comercial,capa2,objeto(1)
339_p493,civil_comercial,capa2,objeto(1)
339_p499,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p506,,originaria,originaria
339_p508,civil_comercial,capa2,objeto(1)
339_p515,,originaria,originaria
339_p525,,originaria,originaria
339_p533,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p536,laboral,capa1,regla:\bdel trabajo\b
339_p542,penal,capa1,regla:casacion penal
339_p550,laboral,capa2,objeto(1)
339_p551,penal,capa1,regla:criminal y correccional
339_p561,civil_comercial,capa1,regla:\ben lo civil\b
339_p566,constitucional,capa2,objeto(1)
339_p569,,originaria,originaria
339_p583,laboral,capa1,regla:\bdel trabajo\b
339_p584,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p597,tributario,capa2,parte(1)
339_p599,,pendiente_capa2,sin_ancla
339_p602,ambiental,capa2,norma:24051(1)
339_p608,,pendiente_capa2,sin_ancla
339_p609,,pendiente_capa2,sin_ancla
339_p622,contencioso_administrativo,capa2,provincia:ca
339_p633,contencioso_administrativo,capa2,provincia:ca
339_p635,civil_comercial,capa1,regla:\ben lo civil\b
339_p638,contencioso_administrativo,capa2,objeto(1)
339_p643,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p646,,pendiente_capa2,conflicto_capa2:civil_comercial/laboral
339_p648,civil_comercial,capa1,regla:civil y comercial federal
339_p649,previsional,capa1,regla:seguridad social
339_p652,,pendiente_capa2,sin_ancla
339_p656,penal,capa2,objeto(1)
339_p658,civil_comercial,capa1,regla:\ben lo civil\b
339_p662,penal,capa1,regla:penal economico
339_p676,civil_comercial,capa1,regla:\ben lo civil\b
339_p680,contencioso_administrativo,capa2,objeto(1)
339_p683,contencioso_administrativo,capa2,provincia:ca
339_p697,penal,capa1,regla:casacion penal
339_p704,consumo,capa2,kw+norma:24240(2)
339_p711,contencioso_administrativo,capa2,objeto(1)
339_p713,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
339_p721,civil_comercial,capa1,regla:\ben lo civil\b
339_p725,contencioso_administrativo,capa2,provincia:ca
339_p727,civil_comercial,capa1,regla:\ben lo civil\b
339_p728,,pendiente_capa2,sin_ancla
339_p737,civil_comercial,capa1,regla:\ben lo comercial\b
339_p740,previsional,capa2,norma:24463+objeto+parte(3)
339_p751,,pendiente_capa2,sin_ancla
339_p754,penal,capa1,regla:casacion penal
339_p758,contencioso_administrativo,capa2,provincia:ca
339_p760,laboral,capa1,regla:\bdel trabajo\b
339_p781,laboral,capa1,regla:\bdel trabajo\b
339_p795,civil_comercial,capa1,regla:\ben lo civil\b
339_p812,,pendiente_capa2,sin_ancla
339_p814,laboral,capa2,objeto(1)
339_p819,civil_comercial,capa1,regla:\ben lo civil\b
339_p822,laboral,capa1,regla:\bdel trabajo\b
339_p824,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p827,contencioso_administrativo,capa1,regla:contencioso administrativo
339_p841,civil_comercial,capa1,regla:\ben lo civil\b
339_p845,civil_comercial,capa1,regla:\ben lo civil\b
339_p846,tributario,capa2,parte(1)
339_p852,,pendiente_capa2,sin_ancla
339_p854,laboral,capa1,regla:\bdel trabajo\b
339_p858,tributario,capa2,parte(1)
339_p859,civil_comercial,capa2,objeto(1)
339_p864,contencioso_administrativo,capa2,provincia:ca
339_p869,civil_comercial,capa2,objeto(1)
339_p873,civil_comercial,capa1,regla:\ben lo civil\b
339_p876,,originaria,originaria
339_p882,civil_comercial,capa2,objeto(1)
339_p888,,originaria,originaria
