caso_id_canonico,materia,materia_capa,materia_fuente
330_p4794,civil_comercial,capa1,regla:\ben lo civil\b
330_p4796,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4797,,pendiente_capa2,sin_ancla
330_p4804,,originaria,originaria
330_p4807,,originaria,originaria
330_p4811,,originaria,originaria
330_p4820,previsional,capa1,regla:seguridad social
330_p4824,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p4826,,sui_generis,Jurado de Enjuiciamiento de Magistrados de la Nación
330_p4841,,pendiente_capa2,sin_ancla
330_p4848,,originaria,originaria
330_p4851,,originaria,originaria
330_p4858,contencioso_administrativo,capa2,provincia:ca
330_p4862,previsional,capa1,regla:seguridad social
330_p4866,previsional,capa1,regla:seguridad social
330_p4875,penal,capa1,regla:casacion penal
330_p4879,,pendiente_capa2,sin_ancla
330_p4885,penal,capa1,regla:casacion penal
330_p4891,civil_comercial,capa1,regla:\ben lo civil\b
330_p4893,,originaria,originaria
330_p4896,penal,capa2,kw(1)
330_p4900,previsional,capa1,regla:seguridad social
330_p4903,previsional,capa1,regla:seguridad social
330_p4909,,pendiente_capa2,sin_ancla
330_p4914,,originaria,originaria
330_p4920,,pendiente_capa2,sin_ancla
330_p4925,,pendiente_capa2,sin_ancla
330_p4928,penal,capa1,regla:casacion penal
330_p4930,civil_comercial,capa1,regla:\ben lo comercial\b
330_p4936,laboral,capa1,regla:\bdel trabajo\b
330_p4945,contencioso_administrativo,capa2,provincia:ca
330_p4953,,originaria,originaria
330_p4960,contencioso_administrativo,capa2,provincia:ca
330_p4970,contencioso_administrativo,capa2,provincia:ca
330_p4983,,pendiente_capa2,sin_ancla
330_p4988,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
330_p5010,civil_comercial,capa1,regla:\ben lo civil\b
330_p5020,,pendiente_capa2,sin_ancla
330_p5032,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p5052,penal,capa2,kw(1)
330_p5064,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p5070,laboral,capa1,regla:\bdel trabajo\b
330_p5082,penal,capa1,regla:criminal y correccional
330_p5088,civil_comercial,capa1,regla:\ben lo civil\b
330_p5095,,originaria,originaria
330_p5108,penal,capa1,regla:casacion penal
330_p5111,contencioso_administrativo,capa2,provincia:ca
330_p5131,civil_comercial,capa1,regla:\ben lo civil\b
330_p5139,civil_comercial,capa1,regla:civil y comercial federal
330_p5144,,originaria,originaria
330_p5158,penal,capa1,regla:casacion penal
330_p5187,,pendiente_capa2,sin_ancla
330_p5197,previsional,capa1,regla:seguridad social
330_p5201,previsional,capa1,regla:seguridad social
330_p5205,civil_comercial,capa1,regla:civil y comercial federal
330_p5212,penal,capa1,regla:casacion penal
330_p5224,civil_comercial,capa1,regla:\ben lo civil\b
330_p5226,,originaria,originaria
330_p5234,,pendiente_capa2,sin_ancla
330_p5237,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p5245,penal,capa1,regla:casacion penal
330_p5251,,pendiente_capa2,sin_ancla
330_p5257,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p5267,,originaria,originaria
330_p5272,civil_comercial,capa1,regla:\ben lo civil\b
330_p5279,,originaria,originaria
330_p5292,,no_aplica,tipo_entrada=sumario_editorial
330_p5294,penal,capa1,regla:casacion penal
330_p5303,previsional,capa1,regla:seguridad social
330_p5306,contencioso_administrativo,capa2,norma:21499(1)
330_p5342,previsional,capa2,norma:18037+norma:24463+objeto+parte(4)
330_p5345,civil_comercial,capa1,regla:\ben lo civil\b
330_p5404,contencioso_administrativo,capa1,regla:contencioso administrativo
330_p5425,,pendiente_capa2,sin_ancla
330_p5435,laboral,capa2,kw+norma:24557(2)
331_p7,civil_comercial,capa1,regla:civil y comercial federal
331_p13,laboral,capa2,kw+objeto(2)
331_p17,tributario,capa2,parte(1)
331_p28,penal,capa2,objeto(1)
331_p31,contencioso_administrativo,capa2,provincia:ca
331_p36,penal,capa2,objeto(1)
331_p47,tributario,capa2,parte(1)
331_p53,,pendiente_capa2,sin_ancla
331_p58,ambiental,capa2,norma:24051(1)
331_p60,,pendiente_capa2,sin_ancla
331_p62,civil_comercial,capa2,norma:11723(1)
331_p64,,pendiente_capa2,sin_ancla
331_p66,,pendiente_capa2,sin_ancla
331_p68,,pendiente_capa2,sin_ancla
331_p72,previsional,capa1,regla:seguridad social
331_p76,previsional,capa1,regla:seguridad social
331_p77,,originaria,originaria
331_p80,contencioso_administrativo,capa2,provincia:ca
331_p87,civil_comercial,capa2,norma:25798(1)
331_p89,civil_comercial,capa1,regla:\ben lo civil\b
331_p93,civil_comercial,capa1,regla:\ben lo civil\b
331_p95,civil_comercial,capa1,regla:\ben lo civil\b
331_p96,penal,capa2,objeto(1)
331_p100,tributario,capa2,parte(1)
331_p104,,pendiente_capa2,sin_ancla
331_p108,,originaria,originaria
331_p116,previsional,capa1,regla:seguridad social
331_p121,previsional,capa1,regla:seguridad social
331_p123,previsional,capa1,regla:seguridad social
331_p125,contencioso_administrativo,capa2,provincia:ca
331_p127,civil_comercial,capa1,regla:\ben lo comercial\b
331_p132,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p144,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p147,civil_comercial,capa2,objeto(1)
331_p162,penal,capa2,kw(1)
331_p183,,originaria,originaria
331_p194,,originaria,originaria
331_p202,,originaria,originaria
331_p211,penal,capa2,kw(1)
331_p230,,pendiente_capa2,sin_ancla
331_p232,previsional,capa1,regla:seguridad social
331_p238,previsional,capa2,norma:18037+norma:24463+objeto+parte(4)
331_p240,previsional,capa2,norma:24241+norma:24463+norma:26153+objeto+parte(5)
331_p241,laboral,capa1,regla:\bdel trabajo\b
331_p250,laboral,capa1,regla:\bdel trabajo\b
331_p262,,pendiente_capa2,sin_ancla
331_p266,,pendiente_capa2,sin_ancla
331_p281,laboral,capa1,regla:\bdel trabajo\b
331_p287,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p293,civil_comercial,capa1,regla:\ben lo civil\b
331_p299,,pendiente_capa2,sin_ancla
331_p303,laboral,capa1,regla:\bdel trabajo\b
331_p310,,originaria,originaria
331_p322,,originaria,originaria
331_p337,,originaria,originaria
331_p352,contencioso_administrativo,capa2,provincia:ca
331_p355,contencioso_administrativo,capa2,provincia:ca
331_p357,civil_comercial,capa2,objeto(1)
331_p360,,pendiente_capa2,sin_ancla
331_p364,,originaria,originaria
331_p368,previsional,capa1,regla:seguridad social
331_p371,previsional,capa1,regla:seguridad social
331_p373,,pendiente_capa2,sin_ancla
331_p379,civil_comercial,capa1,regla:\ben lo civil\b
331_p382,,originaria,originaria
331_p391,contencioso_administrativo,capa2,provincia:ca
331_p400,,originaria,originaria
331_p410,,originaria,originaria
331_p415,previsional,capa1,regla:seguridad social
331_p419,civil_comercial,capa1,regla:\ben lo civil\b
331_p422,,residual,Tribunal de Arbitraje General de la Bolsa de Comercio
331_p423,penal,capa2,objeto(1)
331_p427,penal,capa2,kw(1)
331_p430,previsional,capa1,regla:seguridad social
331_p432,previsional,capa1,regla:seguridad social
331_p434,,pendiente_capa2,sin_ancla
331_p436,,pendiente_capa2,sin_ancla
331_p439,penal,capa2,norma:24767(1)
331_p446,penal,capa2,objeto(1)
331_p453,civil_comercial,capa1,regla:civil y comercial federal
331_p462,civil_comercial,capa1,regla:\ben lo civil\b
331_p466,previsional,capa1,regla:seguridad social
331_p472,penal,capa1,regla:casacion penal
331_p477,,pendiente_capa2,sin_ancla
331_p488,,pendiente_capa2,sin_ancla
331_p496,,pendiente_capa2,sin_ancla
331_p499,civil_comercial,capa1,regla:\ben lo civil\b
331_p505,penal,capa2,kw+norma:23737+objeto(3)
331_p519,penal,capa1,regla:casacion penal
331_p525,penal,capa1,regla:casacion penal
331_p530,electoral,capa1,regla:electoral
331_p536,contencioso_administrativo,capa2,objeto(1)
331_p548,,pendiente_capa2,sin_ancla
331_p549,electoral,capa1,regla:electoral
331_p563,civil_comercial,capa1,regla:\ben lo comercial\b
331_p570,laboral,capa2,kw+norma:24557+parte(3)
331_p583,laboral,capa1,regla:\bdel trabajo\b
331_p588,laboral,capa1,regla:\bdel trabajo\b
331_p592,,pendiente_capa2,sin_ancla
331_p597,,sui_generis,Tribunal de Enjuiciamiento de Magistrados y Miembros del Ministerio Público de l
331_p600,penal,capa2,kw(1)
331_p608,penal,capa2,norma:24767+objeto(2)
331_p622,contencioso_administrativo,capa2,provincia:ca
331_p632,,pendiente_capa2,sin_ancla
331_p636,penal,capa2,objeto(1)
331_p699,,originaria,originaria
331_p710,,originaria,originaria
331_p718,tributario,capa2,kw+norma:23548(2)
331_p735,laboral,capa1,regla:\bdel trabajo\b
331_p744,civil_comercial,capa2,objeto(1)
331_p748,consumo,capa2,norma:24240(1)
331_p752,previsional,capa2,parte(1)
331_p756,,pendiente_capa2,sin_ancla
331_p760,,pendiente_capa2,sin_ancla
331_p765,previsional,capa1,regla:seguridad social
331_p769,previsional,capa1,regla:seguridad social
331_p776,previsional,capa1,regla:seguridad social
331_p781,contencioso_administrativo,capa2,provincia:ca
331_p789,contencioso_administrativo,capa2,provincia:ca
331_p793,,originaria,originaria
331_p804,previsional,capa1,regla:seguridad social
331_p809,previsional,capa2,objeto+parte(2)
331_p810,,pendiente_capa2,sin_ancla
331_p819,civil_comercial,capa1,regla:\ben lo civil\b
331_p831,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
331_p843,civil_comercial,capa1,regla:\ben lo civil\b
331_p846,contencioso_administrativo,capa2,provincia:ca
331_p851,,pendiente_capa2,sin_ancla
331_p854,,pendiente_capa2,sin_ancla
331_p856,,pendiente_capa2,sin_ancla
331_p858,penal,capa1,regla:casacion penal
331_p866,electoral,capa1,regla:electoral
331_p881,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p886,civil_comercial,capa1,regla:\ben lo comercial\b
331_p901,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p916,,pendiente_capa2,sin_ancla
331_p923,,pendiente_capa2,sin_ancla
331_p926,civil_comercial,capa1,regla:\ben lo civil\b
331_p933,civil_comercial,capa1,regla:\ben lo civil\b
331_p941,civil_comercial,capa1,regla:\ben lo civil\b
331_p964,civil_comercial,capa2,objeto(1)
331_p973,laboral,capa1,regla:\bdel trabajo\b
331_p978,,pendiente_capa2,sin_ancla
331_p989,,pendiente_capa2,sin_ancla
331_p994,,originaria,originaria
331_p1004,,pendiente_capa2,sin_ancla
331_p1007,previsional,capa1,regla:seguridad social
331_p1013,contencioso_administrativo,capa2,provincia:ca
331_p1024,civil_comercial,capa1,regla:\ben lo civil\b
331_p1028,civil_comercial,capa1,regla:\ben lo civil\b
331_p1036,civil_comercial,capa1,regla:\ben lo civil\b
331_p1040,civil_comercial,capa1,regla:\ben lo civil\b
331_p1085,civil_comercial,capa1,regla:\ben lo civil\b
331_p1090,penal,capa2,kw+objeto(2)
331_p1099,penal,capa1,regla:casacion penal
331_p1105,civil_comercial,capa1,regla:\ben lo civil\b
331_p1108,penal,capa1,regla:casacion penal
331_p1116,previsional,capa1,regla:seguridad social
331_p1120,civil_comercial,capa1,regla:\ben lo civil\b
331_p1123,contencioso_administrativo,capa2,provincia:ca
331_p1171,civil_comercial,capa1,regla:\ben lo comercial\b
331_p1176,penal,capa1,regla:casacion penal
331_p1178,,pendiente_capa2,sin_ancla
331_p1186,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1199,,originaria,originaria
331_p1212,previsional,capa1,regla:seguridad social
331_p1215,previsional,capa1,regla:seguridad social
331_p1224,penal,capa2,norma:23737(1)
331_p1227,,pendiente_capa2,sin_ancla
331_p1231,ambiental,capa2,norma:24051(1)
331_p1234,,originaria,originaria
331_p1243,,originaria,originaria
331_p1255,previsional,capa1,regla:seguridad social
331_p1262,,originaria,originaria
331_p1282,previsional,capa1,regla:seguridad social
331_p1284,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1287,civil_comercial,capa1,regla:\ben lo civil\b
331_p1293,laboral,capa1,regla:\bdel trabajo\b
331_p1302,,originaria,originaria
331_p1312,,originaria,originaria
331_p1329,previsional,capa2,norma:18037+norma:24463+norma:26153+objeto+parte(5)
331_p1332,,pendiente_capa2,sin_ancla
331_p1336,civil_comercial,capa2,objeto(1)
331_p1344,civil_comercial,capa2,objeto(1)
331_p1352,penal,capa2,objeto(1)
331_p1364,,originaria,originaria
331_p1369,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1382,,pendiente_capa2,sin_ancla
331_p1387,contencioso_administrativo,capa2,provincia:ca
331_p1397,,pendiente_capa2,sin_ancla
331_p1399,previsional,capa1,regla:seguridad social
331_p1403,tributario,capa2,parte(1)
331_p1412,,originaria,originaria
331_p1427,,originaria,originaria
331_p1429,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1432,,originaria,originaria
331_p1434,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
331_p1441,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1449,civil_comercial,capa1,regla:civil y comercial federal
331_p1455,laboral,capa1,regla:\bdel trabajo\b
331_p1468,contencioso_administrativo,capa2,provincia:ca
331_p1478,previsional,capa1,regla:seguridad social
331_p1481,previsional,capa1,regla:seguridad social
331_p1486,,pendiente_capa2,sin_ancla
331_p1488,laboral,capa1,regla:\bdel trabajo\b
331_p1496,previsional,capa1,regla:seguridad social
331_p1500,,originaria,originaria
331_p1502,laboral,capa1,regla:\bdel trabajo\b
331_p1510,laboral,capa1,regla:\bdel trabajo\b
331_p1516,,pendiente_capa2,sin_ancla
331_p1519,civil_comercial,capa1,regla:civil y comercial federal
331_p1524,,pendiente_capa2,sin_ancla
331_p1528,previsional,capa2,norma:18037+norma:24463+parte(3)
331_p1530,civil_comercial,capa1,regla:\ben lo civil\b
331_p1581,previsional,capa1,regla:seguridad social
331_p1583,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1592,,pendiente_capa2,sin_ancla
331_p1596,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1605,penal,capa1,regla:penal economico
331_p1611,,originaria,originaria
331_p1620,previsional,capa2,norma:18037+norma:24463+objeto+parte(4)
331_p1622,,originaria,originaria
331_p1646,laboral,capa1,regla:\bdel trabajo\b
331_p1651,previsional,capa1,regla:seguridad social
331_p1654,,pendiente_capa2,sin_ancla
331_p1655,civil_comercial,capa1,regla:\ben lo comercial\b
331_p1658,previsional,capa1,regla:seguridad social
331_p1660,contencioso_administrativo,capa2,provincia:ca
331_p1664,,pendiente_capa2,sin_ancla
331_p1672,previsional,capa2,parte(1)
331_p1674,penal,capa2,objeto(1)
331_p1676,,originaria,originaria
331_p1679,,originaria,originaria
331_p1690,civil_comercial,capa2,kw+objeto(2)
331_p1701,,originaria,originaria
331_p1712,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1715,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1730,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1744,penal,capa2,objeto(1)
331_p1750,,originaria,originaria
331_p1755,penal,capa2,norma:24660(1)
331_p1765,,pendiente_capa2,sin_ancla
331_p1771,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1784,penal,capa2,kw(1)
331_p1804,civil_comercial,capa1,regla:\ben lo comercial\b
331_p1815,laboral,capa1,regla:\bdel trabajo\b
331_p1846,laboral,capa1,regla:\bdel trabajo\b
331_p1854,civil_comercial,capa2,objeto(1)
331_p1859,,pendiente_capa2,sin_ancla
331_p1865,civil_comercial,capa1,regla:\ben lo civil\b
331_p1869,civil_comercial,capa2,objeto(1)
331_p1873,previsional,capa1,regla:seguridad social
331_p1890,,pendiente_capa2,sin_ancla
331_p1900,,pendiente_capa2,sin_ancla
331_p1906,,pendiente_capa2,sin_ancla
331_p1910,,pendiente_capa2,sin_ancla
331_p1917,civil_comercial,capa1,regla:civil y comercial federal
331_p1927,laboral,capa1,regla:\bdel trabajo\b
331_p1942,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p1985,contencioso_administrativo,capa2,provincia:ca
331_p1987,,pendiente_capa2,sin_ancla
331_p2002,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2006,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2047,civil_comercial,capa1,regla:\ben lo civil\b
331_p2068,tributario,capa2,parte(1)
331_p2077,penal,capa1,regla:casacion penal
331_p2088,previsional,capa1,regla:seguridad social
331_p2094,previsional,capa1,regla:seguridad social
331_p2099,,originaria,originaria
331_p2104,,pendiente_capa2,sin_ancla
331_p2109,civil_comercial,capa1,regla:\ben lo civil\b
331_p2119,,originaria,originaria
331_p2129,civil_comercial,capa1,regla:\ben lo comercial\b
331_p2135,contencioso_administrativo,capa2,provincia:ca
331_p2149,laboral,capa1,regla:\bdel trabajo\b
331_p2156,,pendiente_capa2,sin_ancla
331_p2163,previsional,capa1,regla:seguridad social
331_p2166,previsional,capa2,norma:24463+objeto+parte(3)
331_p2169,laboral,capa1,regla:\bdel trabajo\b
331_p2174,laboral,capa1,regla:\bdel trabajo\b
331_p2178,,originaria,originaria
331_p2195,,pendiente_capa2,sin_ancla
331_p2202,penal,capa2,kw+norma:24767+objeto(3)
331_p2217,,pendiente_capa2,sin_ancla
331_p2223,ambiental,capa2,norma:25675(1)
331_p2231,previsional,capa2,parte(1)
331_p2237,contencioso_administrativo,capa2,provincia:ca
331_p2240,previsional,capa1,regla:seguridad social
331_p2246,previsional,capa1,regla:seguridad social
331_p2249,penal,capa1,regla:criminal y correccional
331_p2257,,pendiente_capa2,sin_ancla
331_p2266,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2271,civil_comercial,capa2,objeto(1)
331_p2280,civil_comercial,capa2,objeto(1)
331_p2283,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2285,penal,capa1,regla:casacion penal
331_p2287,contencioso_administrativo,capa2,provincia:ca
331_p2290,,originaria,originaria
331_p2293,civil_comercial,capa1,regla:civil y comercial federal
331_p2298,penal,capa2,norma:24767(1)
331_p2302,penal,capa2,kw(1)
331_p2305,civil_comercial,capa1,regla:\ben lo comercial\b
331_p2309,penal,capa1,regla:casacion penal
331_p2316,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2319,penal,capa2,objeto(1)
331_p2325,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
331_p2331,penal,capa1,regla:criminal y correccional
331_p2336,penal,capa1,regla:casacion penal
331_p2343,penal,capa1,regla:casacion penal
331_p2353,previsional,capa1,regla:seguridad social
331_p2359,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2363,penal,capa2,norma:24767(1)
331_p2366,laboral,capa1,regla:\bdel trabajo\b
331_p2376,penal,capa1,regla:criminal y correccional
331_p2382,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2406,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2449,,pendiente_capa2,sin_ancla
331_p2453,contencioso_administrativo,capa1,regla:contencioso administrativo
331_p2462,penal,capa1,regla:casacion penal
331_p2466,laboral,capa1,regla:\bdel trabajo\b
331_p2470,contencioso_administrativo,capa2,provincia:ca
331_p2473,civil_comercial,capa1,regla:\ben lo civil\b
331_p2480,previsional,capa1,regla:seguridad social
331_p2485,tributario,capa1_refinado,refinamiento:fiscal(\bafip\b|\bdgi\b|d)
